continue number,area code,ICAO identifier,ICAO code,runway length,runway width,runway latitude,runway longitude,runway desc
0,USA,37XA,K4,03030,053,N29591634,W095555010,                      
0,USA,37XA,K4,04190,050,N29595700,W095554956,                      
0,USA,37XA,K4,04190,050,N29591553,W095554910,                      
0,USA,37XA,K4,03030,053,N29594634,W095555049,                      
0,USA,38C ,K5,03472,100,N43360683,W085293295,                      
0,USA,38C ,K5,03472,100,N43354116,W085293284,                      
0,USA,38D ,K5,03404,050,N40565366,W080520792,                      
0,USA,38D ,K5,02550,060,N40565235,W080515712,                      
0,USA,38D ,K5,02550,060,N40565235,W080512389,                      
0,USA,38D ,K5,03404,050,N40565361,W080512701,                      
0,USA,38I ,K5,02534,075,N40052695,W083413870,                      
0,USA,38I ,K5,02534,075,N40052946,W083410476,                      
0,USA,38KS,K3,01200,050,N38130132,W097210784,                      
0,USA,38KS,K3,01200,050,N38124946,W097210789,                      
0,USA,38S ,K1,05800,075,N46233445,W112461860,                      
0,USA,38S ,K1,05800,075,N46225007,W112452636,                      
0,USA,38U ,K2,05693,075,N38220871,W111360746,                      
0,USA,38U ,K2,05693,075,N38212427,W111352365,                      
0,USA,38XS,K4,06000,075,N26492027,W098290249,                      
0,USA,38XS,K4,06000,075,N26482927,W098282850,                      
0,USA,39AR,K4,02700,100,N34545510,W091501320,                      
0,USA,39AR,K4,02700,100,N34542840,W091501380,                      
0,USA,39B ,K6,15000,999,N46130586,W069153357,                      
0,USA,39B ,K6,15000,999,N46111197,W069131719,                      
0,USA,39G ,K5,02105,100,N43014942,W082401794,                      
0,USA,39G ,K5,02105,100,N43015026,W082395592,                      
0,USA,39K ,K3,02170,060,N38414094,W095412556,                      
0,USA,39K ,K3,02170,060,N38411954,W095412373,                      
0,USA,39KS,K3,02000,060,N37174869,W095155749,                      
0,USA,39KS,K3,02000,060,N37175794,W095153561,                      
0,USA,39MD,K6,01800,060,N38162940,W076433782,                      
0,USA,39MD,K6,01800,060,N38163050,W076431531,                      
0,USA,39N ,K6,03499,075,N40235652,W074395504,                      
0,USA,39N ,K6,03499,075,N40235688,W074391458,                      
0,USA,39SC,K7,00800,100,N35092780,W081133872,                      
0,USA,39SC,K7,00800,100,N35093120,W081132999,                      
0,USA,39Z ,K5,01925,070,N43061807,W086072511,                      
0,USA,39Z ,K5,01925,070,N43061885,W086070361,                      
0,USA,3A2 ,K7,05208,075,N36242100,W083335466,                      
0,USA,3A2 ,K7,05208,075,N36244305,W083325708,                      
0,USA,3A4 ,K7,03063,030,N35564559,W079411290,                      
0,USA,3A4 ,K7,03063,030,N35561643,W079410277,                      
0,USA,3A9 ,K3,02400,250,N44233049,W097073188,                      
0,USA,3A9 ,K3,03000,250,N44234967,W097073494,                      
0,USA,3A9 ,K3,02400,250,N44234733,W097070861,                      
0,USA,3A9 ,K3,03000,250,N44232410,W097071407,                      
0,USA,3AU ,K3,04201,060,N37403857,W097043839,                      
0,USA,3AU ,K3,04201,060,N37395715,W097044221,                      
0,USA,3B0 ,K6,03501,075,N42054687,W072022303,                      
0,USA,3B0 ,K6,03501,075,N42062112,W072021660,                      
0,USA,3B1 ,K6,03001,075,N45273294,W069331384,                      
0,USA,3B1 ,K6,04000,075,N45275425,W069332750,                      
0,USA,3B1 ,K6,03001,075,N45280216,W069330698,                      
0,USA,3B1 ,K6,04000,075,N45273610,W069323766,                      
0,USA,3B3 ,K6,03086,040,N42254486,W071474759,                      
0,USA,3B3 ,K6,03086,040,N42252540,W071472525,                      
0,USA,3B4 ,K6,02701,050,N43083988,W070464146,                      
0,USA,3B4 ,K6,02701,050,N43083098,W070460837,                      
0,USA,3B5 ,K6,02151,100,N44112088,W070141427,                      
0,USA,3B5 ,K6,02104,050,N44112513,W070141036,                      
0,USA,3B5 ,K6,02151,100,N44111689,W070134527,                      
0,USA,3B5 ,K6,02104,050,N44111802,W070134323,                      
0,USA,3C1 ,K5,02243,040,N41391000,W086021200,                      
0,USA,3C1 ,K5,03140,100,N41392997,W086021921,                      
0,USA,3C1 ,K5,02243,040,N41393309,W086015699,                      
0,USA,3C1 ,K5,03140,100,N41391800,W086015100,                      
0,USA,3C8 ,K6,10001,200,N40552579,W072473848,                      
0,USA,3C8 ,K6,10001,200,N40542077,W072460038,                      
0,USA,3CK ,K5,03801,050,N42122180,W088194292,                      
0,USA,3CK ,K5,03801,050,N42122719,W088190294,                      
0,USA,3CM ,K5,02599,075,N43324006,W083535688,                      
0,USA,3CM ,K5,03798,075,N43330862,W083534342,                      
0,USA,3CM ,K5,02599,075,N43325559,W083533572,                      
0,USA,3CM ,K5,03798,075,N43323119,W083534001,                      
0,USA,3CU ,K5,02194,150,N46114449,W091151687,                      
0,USA,3CU ,K5,03709,075,N46115515,W091145327,                      
0,USA,3CU ,K5,02194,150,N46114814,W091145160,                      
0,USA,3CU ,K5,03709,075,N46112700,W091144227,                      
0,USA,3D1 ,K5,02545,080,N45125391,W088043486,                      
0,USA,3D1 ,K5,02164,060,N45130101,W088042169,                      
0,USA,3D1 ,K5,02545,080,N45125341,W088040958,                      
0,USA,3D1 ,K5,02164,060,N45124183,W088042238,                      
0,USA,3D2 ,K5,02324,100,N45075865,W087112897,                      
0,USA,3D2 ,K5,02697,060,N45081692,W087112214,                      
0,USA,3D2 ,K5,02324,100,N45082137,W087112448,                      
0,USA,3D2 ,K5,02697,060,N45075768,W087105612,                      
0,USA,3DA ,K5,01633,130,N43032568,W083483209,                      
0,USA,3DA ,K5,02510,050,N43032863,W083481381,                      
0,USA,3DA ,K5,01633,130,N43032591,W083481405,                      
0,USA,3DA ,K5,02510,050,N43031907,W083481341,                      
0,USA,3DW ,K3,04037,050,N37132825,W093151765,                      
0,USA,3DW ,K3,04037,050,N37131523,W093143046,                      
0,USA,3EV ,K5,02227,142,N38005400,W087354100,                      
0,USA,3EV ,K5,02227,142,N38003200,W087354200,                      
0,USA,3EX ,K3,02004,050,N39200471,W094115433,                      
0,USA,3EX ,K3,02004,050,N39202371,W094114713,                      
0,USA,3F2 ,K4,03700,060,N32251238,W098594856,                      
0,USA,3F2 ,K4,03700,060,N32243576,W098594867,                      
0,USA,3F3 ,K4,05005,100,N32044659,W093455326,                      
0,USA,3F3 ,K4,05005,100,N32035732,W093455909,                      
0,USA,3F4 ,K4,02998,075,N32514070,W094005412,                      
0,USA,3F4 ,K4,02998,075,N32514089,W094001898,                      
0,USA,3F5 ,K5,02070,080,N42543720,W084404381,                      
0,USA,3F5 ,K5,01900,080,N42545122,W084402896,                      
0,USA,3F5 ,K5,02070,080,N42544005,W084401626,                      
0,USA,3F5 ,K5,01900,080,N42543803,W084402896,                      
0,USA,3F6 ,K4,03186,050,N34015527,W100165524,                      
0,USA,3F6 ,K4,03186,050,N34012376,W100165521,                      
0,USA,3F7 ,K4,04001,075,N35484515,W096251602,                      
0,USA,3F7 ,K4,04001,075,N35480559,W096251616,                      
0,USA,3F9 ,K4,03203,040,N32405190,W095303870,                      
0,USA,3F9 ,K4,03234,060,N32405200,W095304000,                      
0,USA,3F9 ,K4,03234,060,N32402000,W095304000,                      
0,USA,3F9 ,K4,03203,040,N32402022,W095303909,                      
0,USA,3FA7,K7,01480,080,N29024091,W081032502,                      
0,USA,3FA7,K7,01480,080,N29022626,W081032502,                      
0,USA,3FK ,K5,02400,035,N39252453,W086034002,                      
0,USA,3FK ,K5,02400,035,N39254518,W086032495,                      
0,USA,3FL ,K7,03000,200,N28162762,W081172276,                      
0,USA,3FL ,K7,03000,200,N28162769,W081164920,                      
0,USA,3FU ,K3,03249,060,N45013860,W099063106,                      
0,USA,3G3 ,K5,03530,075,N40594983,W081452236,                      
0,USA,3G3 ,K5,02155,035,N41001975,W081454577,                      
0,USA,3G3 ,K5,03530,075,N41002286,W081451424,                      
0,USA,3G3 ,K5,02155,035,N41001968,W081451766,                      
0,USA,3G4 ,K5,03501,075,N40535344,W082152060,                      
0,USA,3G4 ,K5,03501,075,N40542802,W082151999,                      
0,USA,3G6 ,K5,02768,045,N40543514,W081000267,                      
0,USA,3G6 ,K5,02768,045,N40540807,W080595746,                      
0,USA,3G8 ,K5,02568,120,N41262346,W090065050,                      
0,USA,3G8 ,K5,02568,120,N41262287,W090062306,                      
0,USA,3GM ,K5,03752,075,N43020294,W086121209,                      
0,USA,3GM ,K5,02058,060,N43021204,W086120525,                      
0,USA,3GM ,K5,03752,075,N43020295,W086112157,                      
0,USA,3GM ,K5,02058,060,N43015171,W086120528,                      
0,USA,3GV ,K3,02206,020,N39005066,W094125920,                      
0,USA,3GV ,K3,04507,044,N39005125,W094132115,                      
0,USA,3GV ,K3,02206,020,N39010245,W094123569,                      
0,USA,3GV ,K3,04507,044,N39005033,W094122791,                      
0,USA,3H4 ,K3,03301,060,N47214994,W097034137,                      
0,USA,3H4 ,K3,03301,060,N47211779,W097033364,                      
0,USA,3HO ,K5,03125,040,N41333668,W087155012,                      
0,USA,3HO ,K5,03125,040,N41330580,W087155012,                      
0,USA,3I2 ,K6,04000,075,N38544429,W082061779,                      
0,USA,3I2 ,K6,04000,075,N38550108,W082053198,                      
0,USA,3I3 ,K5,03557,050,N39325358,W087225792,                      
0,USA,3I3 ,K5,01978,050,N39325523,W087224431,                      
0,USA,3I3 ,K5,03557,050,N39325653,W087222308,                      
0,USA,3I3 ,K5,01978,050,N39323903,W087224411,                      
0,USA,3I4 ,K6,03360,060,N38153192,W080392572,                      
0,USA,3I4 ,K6,03360,060,N38152842,W080384381,                      
0,USA,3I7 ,K5,03000,040,N39543539,W084240850,                      
0,USA,3I7 ,K5,03000,040,N39550139,W084235380,                      
0,USA,3IS3,K5,02000,100,N39442087,W089090262,                      
0,USA,3IS3,K5,02000,100,N39442097,W089083703,                      
0,USA,3J0 ,K7,03580,060,N32520551,W081051127,                      
0,USA,3J0 ,K7,03580,060,N32515332,W081043185,                      
0,USA,3J1 ,K7,04200,075,N32300939,W080593354,                      
0,USA,3J1 ,K7,04200,075,N32292794,W080593713,                      
0,USA,3J7 ,K7,05500,100,N33354124,W083084592,                      
0,USA,3J7 ,K7,05500,100,N33360457,W083074850,                      
0,USA,3JC ,K3,01834,200,N39022903,W096504155,                      
0,USA,3JC ,K3,01903,140,N39023753,W096503903,                      
0,USA,3JC ,K3,03498,075,N39025684,W096503509,                      
0,USA,3JC ,K3,01834,200,N39023909,W096502221,                      
0,USA,3JC ,K3,01903,140,N39022313,W096502353,                      
0,USA,3JC ,K3,03498,075,N39022324,W096504555,                      
0,USA,3K3 ,K3,03000,040,N37594761,W101450379,                      
0,USA,3K3 ,K3,04600,075,N38002889,W101444708,                      
0,USA,3K3 ,K3,03000,040,N37592911,W101444044,                      
0,USA,3K3 ,K3,04600,075,N37594407,W101445679,                      
0,USA,3K7 ,K3,05100,050,N38275230,W101210314,                      
0,USA,3K7 ,K3,05100,050,N38270190,W101210308,                      
0,USA,3K8 ,K3,04500,060,N37134446,W099195761,                      
0,USA,3K8 ,K3,04500,060,N37130012,W099195305,                      
0,USA,3KK ,K5,02644,300,N41054761,W087550015,                      
0,USA,3KK ,K5,02564,200,N41055311,W087543515,                      
0,USA,3KK ,K5,02644,300,N41054761,W087542562,                      
0,USA,3KK ,K5,02564,200,N41052778,W087543515,                      
0,USA,3KS1,K3,02200,060,N39500098,W096095349,                      
0,USA,3KS1,K3,02200,060,N39493923,W096095349,                      
0,USA,3KS2,K3,02051,070,N37034782,W096595566,                      
0,USA,3KS2,K3,02051,070,N37032756,W096595506,                      
0,USA,3KS3,K3,01900,030,N37242075,W097113982,                      
0,USA,3KS3,K3,01900,030,N37240197,W097113898,                      
0,USA,3KS4,K3,03700,100,N37463355,W101260504,                      
0,USA,3KS4,K3,03700,100,N37455698,W101260419,                      
0,USA,3KS5,K3,02400,100,N37504538,W097210500,                      
0,USA,3KS5,K3,02400,100,N37502165,W097210494,                      
0,USA,3KS7,K3,02300,125,N37495546,W097205794,                      
0,USA,3KS7,K3,02300,125,N37493272,W097205736,                      
0,USA,3KS8,K3,02300,065,N37151485,W095201350,                      
0,USA,3KS8,K3,02300,065,N37152942,W095195165,                      
0,USA,3KS9,K3,03800,024,N37435638,W101114394,                      
0,USA,3KS9,K3,03800,024,N37431884,W101114301,                      
0,USA,3L2 ,K2,03300,105,N35474596,W115374953,                      
0,USA,3L2 ,K2,03300,105,N35472329,W115372071,                      
0,USA,3LA4,K4,04002,060,N29480947,W092483190,                      
0,USA,3LA4,K4,04002,060,N29474824,W092475355,                      
0,USA,3LA8,K4,02250,075,N30082383,W093083659,                      
0,USA,3LA8,K4,02250,075,N30080241,W093082957,                      
0,USA,3LF ,K5,03900,075,N39100249,W089410198,                      
0,USA,3LF ,K5,04002,075,N39094766,W089402050,                      
0,USA,3LF ,K5,03900,075,N39100248,W089401246,                      
